target,OverallQual,GrLivArea,Neighborhood,x1stFlrSF,TotalBsmtSF,BsmtFinSF1,LotArea,GarageCars,MSSubClass,GarageArea,YearRemodAdd,YearBuilt
14e4,6,1375,NAmes,1375,1367,0,11310,2,_20,451,1954,1954
34e4,8,2450,NoRidge,1310,1284,781,16545,3,_60,1069,1998,1998
164500,6,1224,Somerst,612,612,0,3951,2,_160,528,2009,2009
221e3,7,1839,NoRidge,1195,1195,0,16770,2,_60,486,1998,1998
135e3,5,1656,OldTown,808,660,0,10410,1,_50,180,1987,1916
34e4,8,2466,Somerst,1580,1580,0,11143,2,_60,610,2005,2004
164700,7,1250,Somerst,625,625,0,4251,2,_160,528,2007,2006
175e3,6,1509,Timber,1509,1461,783,10200,2,_80,600,1989,1988
197900,7,1779,CollgCr,866,866,0,10400,2,_60,546,1998,1998
184e3,7,1490,Gilbert,788,788,724,15384,2,_60,388,2005,2004
136e3,6,2526,OldTown,1664,714,168,8520,1,_50,216,1950,1916
85e3,3,1526,IDOTRR,1013,1013,0,8470,0,_50,0,1982,1915
213e3,7,1630,CollgCr,1630,1630,0,9750,2,_20,451,2001,2e3
24e4,6,1953,ClearCr,1079,1580,985,53107,2,_60,501,1992,1992
13e4,5,1316,OldTown,926,926,234,5500,2,_50,484,2001,1929
224500,7,1692,Timber,846,846,0,13159,2,_60,650,2009,2009
62383,5,864,Sawyer,864,864,553,8281,1,_20,360,1965,1965
183500,7,1720,Gilbert,840,840,0,8244,2,_60,440,2004,2004
149e3,6,1004,NAmes,1004,1004,578,11241,2,_20,480,1970,1970
11e4,6,1196,Edwards,684,684,0,12354,2,_50,528,2e3,1920
196e3,6,1567,Mitchel,1567,1567,1567,9819,2,_20,714,1977,1977
263435,8,1935,Somerst,832,832,544,8004,2,_60,552,2009,2009
179200,6,1294,SawyerW,1294,1278,1200,7153,2,_20,496,1991,1991
213490,7,1506,Blmngtn,1506,1362,16,3013,2,_120,440,2005,2005
227680,7,1428,Somerst,1428,1417,0,12274,2,_20,554,2008,2008
201800,7,1820,NAmes,902,864,454,13700,2,_60,492,1988,1965
204e3,7,1501,CollgCr,1501,1490,679,10335,2,_20,577,1999,1999
115e3,5,1517,IDOTRR,997,793,0,8500,0,_50,0,2005,1919
143750,6,958,NPkVill,958,958,958,4928,2,_120,440,1976,1976
337500,10,1718,NridgHt,1718,1700,1172,12456,3,_20,786,2007,2006
196e3,7,1391,Somerst,1391,1391,16,4282,2,_120,530,2004,2004
155e3,5,1269,NAmes,1269,1269,374,7931,1,_20,308,1960,1960
13e4,5,874,Mitchel,874,864,510,9858,1,_20,288,1968,1968
135750,4,952,NAmes,952,952,228,8475,1,_20,283,1956,1956
239500,8,2020,SawyerW,1142,1128,584,9828,2,_60,466,1995,1995
132e3,5,1057,Sawyer,1057,1057,417,7420,2,_20,576,1962,1962
119750,5,954,Crawfor,954,920,0,6305,1,_30,240,1950,1938
148e3,6,1194,NAmes,1194,1194,0,8760,1,_20,312,1959,1959
115e3,4,1005,NAmes,1005,1005,0,10434,2,_20,672,1955,1955
175e3,6,1647,Gilbert,953,953,0,7917,2,_60,460,2e3,1999
415298,9,2121,NridgHt,2121,2121,0,14450,3,_20,732,2007,2006
142500,5,894,Sawyer,894,864,762,13350,2,_20,440,1974,1974
175e3,6,1412,Timber,1412,1392,1005,11457,2,_20,576,1988,1988
385e3,9,1842,Veenker,1842,1842,1810,50271,3,_20,894,1987,1981
198900,7,1226,CollgCr,1226,1226,0,10402,3,_20,740,2009,2009
32e4,7,2462,Gilbert,1392,1392,57,19378,2,_60,576,2006,2005
6e4,2,800,BrkSide,800,264,0,6120,0,_30,0,1950,1936
135900,5,1716,SWISU,936,780,210,5687,0,_190,0,2e3,1912
109900,4,1196,IDOTRR,1196,1196,197,4800,2,_30,440,1990,1916
275e3,8,1787,CollgCr,1787,1753,0,14781,3,_20,748,2002,2001
84500,6,754,IDOTRR,520,520,490,6780,0,_190,0,1982,1935
199900,7,1886,Gilbert,956,930,0,11214,2,_60,431,1999,1998
169e3,5,2320,Gilbert,1547,0,0,14762,2,_60,672,1950,1948
126500,5,1065,NAmes,1065,1065,0,8892,2,_20,461,1960,1960
133e3,5,1040,Sawyer,1040,1040,824,7500,1,_20,308,1963,1963
139e3,6,1824,Mitchel,912,912,0,9400,0,_90,0,1971,1971
161500,4,1788,ClearCr,1104,1104,0,11250,1,_50,304,1989,1957
179900,8,1234,CollgCr,1234,1234,0,11049,2,_20,484,2007,2007
205e3,7,1964,NWAmes,1098,803,403,10480,2,_60,483,1976,1976
145e3,5,2002,Crawfor,1001,1001,284,6270,3,_90,871,1950,1949
9e4,4,1296,Sawyer,1296,0,0,10791,2,_90,516,1967,1967
167e3,6,1644,NAmes,1644,1416,1285,9600,2,_20,418,1953,1953
119900,5,1118,OldTown,793,793,507,7800,2,_190,410,1950,1939
109500,5,792,OldTown,792,768,0,9022,1,_30,240,2006,1924
163990,6,1456,CollgCr,728,728,0,8461,2,_60,390,2006,2005
197e3,8,1247,Somerst,1247,1247,1039,3316,2,_120,550,2005,2005
145e3,6,1092,NAmes,1092,1092,787,8250,2,_20,504,1964,1964
145e3,5,1072,Edwards,1072,547,547,3675,2,_180,525,2005,2005
131500,5,1795,OldTown,1050,1050,0,12150,1,_50,352,1954,1954
32e4,7,3222,SawyerW,1699,1673,1470,12376,3,_60,594,1990,1990
127500,6,1069,NPkVill,1069,1069,360,4043,2,_120,440,1977,1977
11e4,5,1203,BrkSide,979,709,185,7015,1,_50,352,1950,1950
128500,5,1382,OldTown,854,720,360,12358,2,_50,660,1950,1941
123600,4,990,CollgCr,990,990,588,8070,0,_20,0,1995,1994
325300,8,2376,NridgHt,1158,1158,0,14215,3,_60,853,2006,2005
135e3,5,1656,NWAmes,1656,1656,0,9246,2,_90,506,1973,1973
394617,8,1932,NridgHt,1932,1932,1336,12444,3,_20,774,2008,2008
12e4,3,1183,OldTown,679,649,331,6e3,1,_50,308,2002,1948
266e3,9,1684,NridgHt,1684,1684,28,8849,2,_120,564,2005,2005
174e3,6,1484,Gilbert,742,742,0,12589,2,_60,390,2005,2005
127500,6,980,Edwards,980,945,945,9400,0,_90,0,1975,1975
129500,5,1040,Sawyer,1040,1040,906,11200,1,_20,384,1965,1965
128e3,6,1647,SWISU,841,806,0,6858,1,_70,216,1950,1915
1e5,4,1047,OldTown,1047,641,0,10800,1,_30,273,1995,1885
582933,9,2822,NridgHt,1734,1734,0,13891,3,_60,1020,2009,2008
245e3,8,1563,Somerst,1563,1563,33,10206,3,_20,758,2007,2007
25e4,8,1992,Somerst,1053,1053,0,9375,2,_60,648,2004,2003
211e3,6,1796,CollgCr,882,794,706,9531,2,_60,546,1998,1998
262e3,8,1624,NoRidge,1624,1624,1456,12461,3,_20,757,1995,1994
180500,5,1152,NAmes,1152,1152,1014,14112,2,_80,484,1964,1964
154500,6,1068,Sawyer,1068,1059,663,8414,1,_20,264,2003,1963
108e3,4,1126,Edwards,1126,0,0,8777,2,_20,520,2003,1949
79900,6,1198,OldTown,1088,901,0,5586,0,_50,0,1998,1920
18e4,6,1523,NWAmes,1523,1193,644,11361,2,_20,478,1976,1976
83e3,6,987,BrDale,483,483,309,1953,1,_160,264,1973,1973
142953,5,2240,SawyerW,1120,0,0,7018,2,_90,528,1979,1979
126e3,5,990,CollgCr,990,990,495,8775,1,_20,299,1994,1994
148500,6,1441,NPkVill,855,855,311,2289,2,_160,440,1978,1978
17e4,5,1328,Timber,1328,1350,967,16905,1,_20,308,1959,1959
165150,6,1790,NWAmes,1012,732,247,10400,2,_60,484,1972,1972
179900,7,1442,SawyerW,1442,910,738,10357,2,_20,719,1991,1990
195400,7,1208,CollgCr,1208,1208,664,6762,2,_20,628,2007,2007
117500,5,925,NAmes,925,925,338,9100,1,_20,429,1965,1965
25e4,7,1958,Somerst,1026,1026,0,10625,3,_60,936,2005,2005
224900,7,1661,CollgCr,1661,1649,0,12137,2,_20,598,1998,1998
159e3,5,1114,SawyerW,1114,1114,646,13695,2,_20,576,2004,2004
178e3,6,1732,SawyerW,977,741,0,9206,2,_60,476,1985,1985
115e3,5,912,NAmes,912,912,312,7800,1,_20,288,1964,1964
125e3,5,894,Sawyer,894,894,180,7094,1,_20,384,1966,1966
176e3,7,1978,NWAmes,1098,832,552,9900,2,_60,486,1968,1968
187500,7,1717,Timber,1187,1156,902,13758,2,_50,400,1991,1990
228500,7,1982,SawyerW,1175,807,421,11287,2,_60,575,1989,1989
165e3,6,1208,Veenker,1208,1208,767,11250,2,_20,546,1977,1977
239e3,9,1800,CollgCr,1800,1800,0,11923,2,_20,702,2007,2007
129e3,5,936,NAmes,936,936,248,5868,1,_20,308,2e3,1956
143500,6,1285,Sawyer,1285,660,0,8197,2,_20,528,1977,1977
252e3,8,1953,Somerst,1082,1082,0,10574,3,_60,1043,2006,2005
118400,6,1012,IDOTRR,1012,1012,0,8263,1,_30,308,1950,1920
138500,5,1052,NAmes,1052,1052,1016,8400,1,_20,288,1968,1968
152e3,7,1370,NWAmes,1370,1090,0,10400,2,_20,479,1976,1976
146e3,5,1200,NAmes,1200,864,661,9230,2,_20,884,1998,1965
108e3,4,1510,Edwards,755,755,0,9084,1,_70,296,1950,1940
96500,4,1140,OldTown,792,576,0,8800,0,_50,0,2004,1910
145e3,5,1314,NAmes,1314,1314,922,8400,1,_20,294,1957,1957
89500,6,1406,IDOTRR,1035,319,0,7920,0,_50,0,1950,1920
185e3,6,1442,NWAmes,1442,1442,0,11717,2,_20,615,1970,1970
152e3,5,1620,NWAmes,780,780,493,10793,2,_60,462,1969,1969
451950,10,2296,NridgHt,1728,1722,1338,13478,3,_60,842,2008,2008
156e3,5,1073,NAmes,1073,1073,836,10289,2,_20,515,1965,1965
29e4,8,2531,NoRidge,1328,1318,56,12257,3,_60,752,1995,1995
191e3,6,2555,Crawfor,1423,588,0,11526,2,_70,672,1994,1922
199900,7,1241,Somerst,1241,1241,1106,4274,2,_120,569,2007,2006
267e3,8,2452,CollgCr,1210,1028,281,16226,2,_60,683,1999,1998
134800,5,900,NAmes,900,900,234,7200,2,_20,576,2e3,1951
377500,9,1746,Gilbert,1746,1746,1320,14892,3,_20,758,2007,2006
144e3,5,1524,NAmes,874,874,460,11344,1,_50,315,1958,1958
118500,4,2230,SWISU,954,795,0,6204,1,_75,440,1950,1912
12e4,5,1130,OldTown,1130,1120,821,10800,2,_30,720,1950,1920
279500,7,1494,CollgCr,1494,1494,0,10652,3,_20,840,2007,2006
157e3,5,1178,NWAmes,1178,1176,1084,1e4,2,_20,439,2e3,1973
205e3,7,1986,NAmes,1186,768,454,13600,2,_60,486,1990,1965
200500,5,3086,ClearCr,1636,1598,152,18030,0,_50,0,1994,1946
193e3,7,1790,CollgCr,882,873,633,9179,2,_60,588,1999,1999
237e3,7,1829,CollgCr,941,941,483,9548,2,_60,613,2003,2003
129500,6,2058,OldTown,1134,735,319,9600,2,_75,396,1950,1917
127e3,5,1040,Sawyer,1040,1040,659,6897,1,_20,260,2010,1962
174e3,6,1560,Gilbert,684,684,0,11911,2,_60,400,2005,2005
12e4,6,1217,SawyerW,626,626,0,10762,1,_160,288,1980,1980
191e3,7,1479,CollgCr,1479,1468,0,9382,2,_20,577,2e3,1999
335e3,7,1902,Crawfor,1902,1902,1406,17500,2,_20,567,2002,1959
139e3,5,1121,Sawyer,1121,1121,651,8816,2,_20,480,1963,1963
306e3,8,1704,NridgHt,1704,1704,1218,11478,3,_20,772,2008,2007
137500,4,1180,Crawfor,1180,700,0,11600,1,_30,252,1950,1922
174e3,8,1441,Somerst,764,776,0,2645,2,_160,492,2e3,1999
158e3,6,1352,Sawyer,663,663,371,9364,1,_60,299,1969,1969
232e3,7,1616,Somerst,1616,1616,0,8688,3,_20,834,2005,2005
107500,5,1347,Edwards,820,1117,969,7e3,0,_190,0,1991,1910
156e3,5,990,CollgCr,990,990,716,13568,2,_20,576,1995,1995
127500,6,864,NAmes,864,864,612,9100,1,_20,300,1959,1959
93500,5,974,Mitchel,974,974,212,10712,0,_20,0,1992,1991
147500,5,1256,Edwards,1256,1256,830,9937,1,_20,276,1965,1965
361919,8,2576,StoneBr,1264,1234,0,12438,3,_60,666,2006,2006
226e3,7,1929,Somerst,1057,1057,738,7050,2,_60,650,2001,2001
289e3,7,1801,Crawfor,1801,1501,1247,15602,2,_20,484,1997,1959
165400,7,1656,Edwards,760,746,0,6931,2,_60,397,2004,2003
239e3,7,1950,Somerst,975,975,649,7399,2,_60,576,1998,1997
81e3,4,630,MeadowV,630,630,495,1890,0,_180,0,1972,1972
14e4,6,1136,NAmes,1136,1136,892,9200,1,_20,384,1965,1965
175e3,5,1484,NWAmes,1484,1484,998,12243,2,_20,487,1971,1971
8e4,4,630,MeadowV,630,630,509,1477,1,_180,286,1970,1970
15e4,6,1244,NAmes,1244,1244,777,11988,1,_20,336,1957,1957
151e3,6,1556,Blueste,716,716,81,1950,2,_160,452,1980,1980
392e3,8,1419,StoneBr,1419,1419,945,8089,2,_20,567,2007,2007
145500,5,1053,NAmes,1053,1053,806,10007,1,_20,312,2006,1959
132e3,7,854,BrkSide,854,832,0,6120,2,_45,576,2001,1929
213e3,7,1484,CollgCr,1484,1473,712,8400,2,_20,606,2005,2004
142e3,6,1252,NAmes,1252,1252,0,10721,2,_20,528,1959,1959
116e3,5,1250,Edwards,686,686,0,8248,1,_50,280,1950,1918
173e3,7,1626,NridgHt,764,764,567,2268,2,_160,474,2004,2003
194500,7,1895,Gilbert,1086,712,0,10832,2,_60,409,1996,1994
121600,4,1230,BrkSide,774,747,384,4712,1,_50,305,1950,1946
159950,5,1086,NAmes,1086,1024,516,13400,2,_80,484,1966,1966
169990,6,1316,Gilbert,1316,1316,28,10237,2,_20,397,2006,2005
233230,8,1919,CollgCr,1079,1079,0,15611,2,_60,685,2006,2006
19e4,7,1500,CollgCr,1500,1500,20,8487,2,_20,570,2004,2004
167500,5,1394,Timber,754,384,0,9735,2,_80,400,2007,2006
168500,6,1350,NAmes,1350,1248,624,9020,2,_80,520,1964,1964
105900,6,720,OldTown,720,624,0,8520,2,_30,484,2003,1928
107e3,6,1117,Edwards,1117,1029,422,7819,2,_80,672,1976,1976
109900,4,1040,NAmes,1040,0,0,7200,2,_20,420,1950,1950
197900,6,1724,NWAmes,1724,1680,528,17871,2,_80,480,1976,1967
286e3,8,1593,StoneBr,1593,1593,1153,4923,2,_120,682,2002,2001
115e3,5,1028,OldTown,1028,1008,0,8960,2,_30,360,1950,1927
73e3,5,764,OldTown,764,680,0,5232,2,_30,504,2004,1925
167500,5,1264,NAmes,1264,1268,697,9300,2,_20,461,1960,1960
168e3,5,1437,Sawyer,1437,1188,988,14175,2,_20,576,1987,1956
19e4,6,1574,NWAmes,790,796,712,18800,2,_60,566,1976,1976
14e4,6,1668,NAmes,1112,856,120,9600,1,_50,271,2005,1950
109008,4,907,NAmes,907,907,288,8593,1,_20,352,1957,1957
118500,5,1216,NAmes,832,832,442,8480,1,_50,336,1950,1947
99900,5,864,Edwards,864,864,0,4060,0,_30,0,1950,1922
124500,4,864,NAmes,864,864,191,8120,2,_20,463,1970,1970
6e4,5,1276,Edwards,1276,1276,0,9571,1,_20,350,1958,1958
311872,7,1726,Somerst,1726,1726,1126,9416,3,_20,786,2007,2007
23e4,8,1852,CollgCr,1004,1004,668,9066,3,_60,660,2e3,1999
129e3,4,960,BrkSide,960,960,789,9873,2,_190,576,1970,1970
192e3,8,1269,Blmngtn,1269,1256,24,3182,2,_120,430,2005,2004
314813,9,1828,NridgHt,1828,1822,48,11694,3,_20,774,2007,2007
2e5,7,2082,OldTown,1362,1362,0,11426,2,_50,484,2003,2003
75e3,4,1092,MeadowV,546,546,0,2001,1,_160,286,1970,1970
17e4,5,1779,Sawyer,1779,1763,306,17920,2,_20,454,1974,1955
86e3,5,691,OldTown,691,691,0,5400,1,_30,216,1950,1920
94e3,5,1020,Sawyer,780,780,0,6342,0,_50,0,1996,1875
142e3,5,1188,NAmes,1188,1188,1e3,12160,2,_20,531,1959,1959
124500,5,1960,OldTown,960,960,0,7596,2,_90,400,1952,1952
147e3,6,1322,NPkVill,855,855,257,2308,2,_160,440,1974,1974
146e3,6,1456,NPkVill,855,855,311,2280,2,_160,440,1978,1978
148800,7,1102,Somerst,551,551,239,5105,2,_160,480,2004,2004
17e4,7,1430,Gilbert,774,384,0,9967,2,_80,400,2e3,2e3
128500,5,988,Sawyer,988,988,827,9945,2,_20,572,1961,1961
255900,8,2290,CollgCr,1149,1128,0,11250,2,_60,779,2002,2002
22e4,6,1991,Crawfor,1096,854,297,11275,2,_50,432,1950,1932
171e3,6,1716,NAmes,858,858,319,9247,2,_60,490,1962,1962
13e4,5,899,Sawyer,899,864,450,7800,1,_20,288,2004,1967
225e3,8,1496,Somerst,1496,1496,0,9158,2,_20,474,2007,2007
139900,5,1422,NAmes,1422,978,0,12342,1,_20,286,1978,1960
89471,4,1131,OldTown,1131,907,168,5925,2,_30,672,2e3,1937
118e3,6,987,BrDale,483,483,162,1680,1,_160,264,2007,1972
167500,7,2019,BrkSide,1136,728,0,11414,2,_70,532,1993,1910
129900,5,816,NAmes,816,816,708,7100,1,_20,308,1957,1957
402e3,8,2448,NoRidge,1686,1629,1361,46589,3,_60,711,2005,1994
317e3,8,2473,NridgHt,1143,1143,0,9591,3,_60,852,2005,2004
143900,5,1696,Sawyer,1696,1140,0,13673,1,_20,349,1962,1962
22e4,7,1541,NridgHt,1541,1541,1201,12182,2,_20,532,2005,2005
149e3,5,1576,BrkSide,1042,1042,0,6240,1,_50,225,1950,1928
151e3,6,1212,Sawyer,1212,506,506,8471,2,_80,492,1995,1977
242e3,7,2069,NAmes,2069,585,425,27650,2,_20,505,2007,1960
172785,6,1456,Gilbert,728,728,0,15578,2,_60,429,2006,2006
264132,9,1506,Somerst,1506,1498,0,14587,2,_20,592,2008,2008
155e3,5,1803,Sawyer,1803,1134,168,13125,2,_20,484,2e3,1957
148e3,6,1032,NWAmes,1032,1032,605,10395,2,_80,564,1978,1978
144500,6,848,CollgCr,848,848,662,4438,2,_120,420,2004,2004
145e3,5,1712,NAmes,1712,1626,528,8393,2,_90,588,2005,1959
181e3,6,1309,NWAmes,1309,1040,663,10140,2,_20,484,1999,1974
139e3,5,1109,NAmes,576,372,349,10500,1,_80,288,2005,1971
93e3,5,1124,Edwards,1124,0,0,8335,0,_20,0,1954,1954
269790,7,2013,NoRidge,1127,1117,862,9920,2,_60,455,1997,1996
219500,7,1928,CollgCr,847,847,0,8200,2,_60,434,2004,2003
475e3,10,3608,OldTown,1518,1107,0,22950,3,_75,840,1993,1892
11e4,6,813,OldTown,813,813,0,5684,1,_30,270,2005,1930
194e3,5,1432,Veenker,1432,1360,680,16157,2,_80,588,1978,1978
93500,3,1040,NAmes,1040,0,0,8544,2,_90,400,1950,1950
302e3,7,1824,ClearCr,1824,1643,1219,115149,2,_20,739,2002,1971
135960,5,943,NAmes,943,943,943,7032,2,_90,600,1979,1979
136e3,6,1080,NAmes,1080,1080,570,9464,1,_20,288,1958,1958
215e3,6,1961,Mitchel,804,804,690,12209,2,_60,560,2002,2001
104900,5,1221,Edwards,949,784,392,9738,1,_50,392,1950,1924
22e4,8,1296,Timber,1296,1267,1005,6853,2,_20,471,2002,2001
153575,6,1396,BrkSide,698,698,0,8730,1,_70,384,2003,1915
144e3,5,1344,NAmes,1344,1024,457,9503,1,_20,484,1983,1958
149e3,6,848,CollgCr,848,848,662,4438,2,_120,420,2004,2004
189950,7,1426,Crawfor,912,912,0,7642,1,_50,216,1998,1918
326e3,9,1850,NridgHt,1850,1833,1261,16033,3,_20,772,2005,2004
105e3,3,1214,OldTown,694,672,0,10410,3,_50,936,1950,1915
23e4,8,1517,Crawfor,792,792,0,11435,2,_70,400,1950,1929
157e3,5,1090,Edwards,1090,1090,980,7024,2,_20,450,2006,2005
26e4,7,1524,ClearCr,1332,1332,1258,23595,2,_40,586,1979,1979
104900,4,1738,NAmes,1281,715,0,12513,1,_50,368,2007,1920
196500,7,1720,CollgCr,860,860,0,11645,2,_60,565,2004,2004
76500,3,1306,BrkSide,1306,728,0,5350,0,_30,0,1966,1940
198500,7,1922,Edwards,495,0,0,7301,2,_85,672,2003,2003
173e3,6,1671,Gilbert,959,959,786,10852,2,_60,472,2e3,2e3
116e3,5,910,NAmes,910,105,0,8892,2,_20,414,1996,1953
162e3,6,1395,NWAmes,735,723,593,12936,2,_60,497,1972,1972
294e3,7,2167,Veenker,1516,1192,125,17542,2,_60,518,2003,1974
214e3,7,1588,CollgCr,1588,1588,1162,10264,2,_20,472,1999,1999
135500,5,1393,Edwards,872,816,0,16466,1,_50,300,1955,1955
17e4,5,1389,Mitchel,1389,1389,1071,10010,2,_20,418,1975,1974
127e3,5,864,CollgCr,864,864,390,7180,1,_20,352,1972,1972
14e4,6,1069,NPkVill,1069,1069,559,4043,2,_120,440,1977,1977
177e3,6,1525,Somerst,769,756,436,2117,2,_160,440,2e3,2e3
235e3,6,2108,Edwards,1236,1127,626,13728,2,_70,540,1986,1935
135e3,4,1229,Edwards,1229,1134,1059,17140,1,_20,284,1956,1956
228500,8,2169,CollgCr,1284,1284,0,9375,2,_60,647,2002,2002
177e3,6,1470,Gilbert,794,794,182,13869,2,_60,388,1997,1997
242e3,7,2978,NAmes,1898,710,0,11275,2,_80,564,2007,1967
93e3,5,1387,OldTown,811,811,0,6e3,1,_190,256,1954,1954
224e3,7,1358,NridgHt,1358,1358,733,6371,2,_120,484,2010,2009
136905,5,1680,NWAmes,1680,1680,0,11500,2,_90,528,1976,1976
185e3,6,1470,Gilbert,680,680,310,9765,2,_60,420,1993,1993
217e3,6,2259,Crawfor,2259,1809,35,21e3,2,_20,450,1953,1953
227e3,7,1573,CollgCr,1573,1573,788,9808,2,_20,544,2002,2002
18e4,7,1339,Timber,1339,1309,1053,8049,2,_20,484,1990,1990
157e3,6,1253,NAmes,1253,1253,733,10920,1,_20,352,1960,1960
402861,10,2020,NridgHt,2020,2006,1436,12220,3,_20,900,2009,2009
197e3,7,1576,Somerst,778,770,0,8125,2,_60,614,2006,2006
16e4,5,2414,OldTown,1766,954,664,10800,2,_190,520,1970,1900
174900,6,1165,NAmes,1165,1127,312,9020,2,_80,490,1966,1966
196e3,6,1306,NridgHt,1306,1306,900,5381,2,_120,624,2005,2005
27e4,8,1494,Veenker,1494,1494,437,9549,2,_120,481,1996,1995
226700,7,1768,Somerst,866,866,400,9803,2,_60,603,2005,2005
185e3,5,2126,ClearCr,1160,1013,249,28698,2,_60,538,1967,1967
315500,9,1620,Timber,1620,1620,1022,12898,3,_20,912,2008,2007
169e3,6,1600,Gilbert,916,916,0,8773,2,_60,460,1997,1997
128e3,6,958,NPkVill,958,1078,120,4928,2,_120,440,1976,1976
133e3,5,768,CollgCr,768,768,656,8445,2,_85,396,2007,1972
381e3,8,3447,Crawfor,1968,728,192,14100,3,_50,1014,1997,1935
155e3,6,1094,Edwards,1094,1094,500,10452,2,_20,495,1953,1953
248328,7,1689,Somerst,1689,1689,0,9849,3,_20,954,2007,2007
127e3,5,1691,SWISU,1026,1026,218,5e3,1,_50,308,1950,1924
307e3,8,1694,Somerst,1694,1686,1369,10084,2,_20,636,2005,2004
138e3,5,990,CollgCr,990,990,746,8072,2,_20,480,1995,1994
124e3,5,1584,NAmes,1584,1584,0,8944,3,_90,792,1967,1967
147e3,6,1026,CollgCr,1026,940,505,10970,2,_80,576,1978,1978
98e3,5,864,Edwards,864,864,468,5604,0,_30,0,1950,1925
325e3,8,2622,NoRidge,1500,1463,1032,12256,2,_60,712,1995,1994
28e4,7,2172,NridgHt,1071,1063,0,14154,3,_60,947,2006,2006
128900,5,1050,NAmes,1050,1050,504,9600,1,_20,338,1956,1956
155e3,6,1215,NAmes,1215,1215,585,12400,1,_20,297,1998,1958
272e3,8,1601,CollgCr,1601,1581,1358,11423,2,_20,670,2002,2001
159e3,6,1664,BrkSide,1004,1004,399,5e3,2,_50,420,1950,1947
129e3,5,1144,Edwards,1144,1144,739,9571,1,_20,596,1956,1956
125e3,6,752,SawyerW,752,744,623,7175,1,_120,264,1984,1984
183e3,7,1640,CollgCr,798,798,0,7226,2,_60,595,2003,2003
116050,4,864,NAmes,864,864,0,9353,1,_20,280,1970,1970
125500,4,1154,IDOTRR,796,796,735,5436,1,_50,240,2007,1922
16e4,6,1324,NAmes,1324,1088,643,8658,2,_20,440,1965,1965
2e5,5,2634,NAmes,1338,1248,500,11643,4,_90,968,1969,1969
154e3,5,1246,NAmes,1246,1246,340,7500,1,_20,305,1994,1959
102e3,4,1220,Edwards,1220,836,836,8877,2,_20,396,1951,1951
219500,7,1740,Crawfor,960,800,410,13125,1,_70,240,1984,1940
174e3,6,1537,NAmes,1537,1319,0,8400,2,_20,462,2005,1962
26e4,7,2646,NoRidge,1372,1347,987,9900,3,_60,656,1993,1993
155835,7,1456,CollgCr,728,728,0,11103,2,_60,440,2006,2006
143e3,5,1362,Mitchel,796,796,732,14115,2,_50,480,1995,1993
137e3,5,1920,NAmes,928,928,220,11345,2,_90,400,1950,1948
212e3,8,1502,StoneBr,1502,1488,368,6820,2,_120,528,1985,1985
118e3,6,1218,BrDale,672,672,317,1680,1,_160,264,1972,1972
19e4,7,1728,CollgCr,864,864,0,9313,2,_60,572,2004,2004
175e3,5,1464,Sawyer,1464,520,444,12886,2,_80,480,1999,1963
235128,8,1580,Somerst,1580,1580,0,11932,3,_20,830,2008,2007
165500,5,1110,Mitchel,1110,1097,1097,9101,2,_85,602,1978,1978
176e3,4,1132,Edwards,1132,1132,1024,7024,2,_20,451,2005,2005
186700,5,1572,Timber,1572,1572,1159,35133,3,_20,995,1963,1963
202500,7,1368,NridgHt,1368,1368,0,6955,2,_120,474,2006,2005
392500,8,1652,Crawfor,1652,1600,1480,5587,2,_120,482,2008,2008
538e3,8,3279,StoneBr,1690,1650,1416,53504,3,_60,841,2003,2003
176e3,6,1456,Gilbert,728,728,0,8029,2,_60,400,2005,2005
158e3,5,1159,Sawyer,1159,1051,673,11553,1,_20,336,1968,1968
241500,7,1872,NWAmes,1872,1845,929,10400,2,_20,604,1988,1988
127e3,5,1285,BrkSide,1072,672,336,8635,1,_50,240,2001,1948
142125,5,1078,NAmes,1078,1078,49,9717,1,_20,240,1996,1950
178e3,6,1593,Gilbert,808,808,0,9636,2,_60,389,1993,1992
159e3,6,1734,NAmes,1085,912,600,9786,2,_50,440,1981,1962
153e3,6,1520,NAmes,1520,1156,674,9600,1,_80,364,1972,1955
127e3,5,1475,MeadowV,925,757,548,2665,1,_160,336,1977,1977
181e3,6,1337,NAmes,1337,1405,266,4060,2,_120,511,1999,1998
315e3,8,2630,NoRidge,1470,1470,986,9200,3,_60,696,1998,1998
193e3,6,1617,SawyerW,1617,1604,165,8012,2,_120,533,1994,1993
119e3,5,988,NAmes,988,876,534,7200,1,_20,276,1950,1950
258e3,8,2263,NoRidge,1165,1141,0,12090,2,_60,420,1998,1998
202500,7,1621,NWAmes,1621,1208,213,14145,2,_20,440,1998,1984
134500,5,999,NAmes,999,925,784,10205,1,_85,300,1962,1962
2e5,6,3395,SWISU,1440,1440,256,10896,0,_190,0,1995,1914
345e3,9,2324,NridgHt,1182,1175,998,11924,3,_60,736,2006,2005
19e4,7,1166,Gilbert,1166,856,655,9587,2,_80,400,2005,2005
118500,6,816,Edwards,816,816,816,11841,0,_90,0,1990,1990
213500,7,1797,CollgCr,939,939,0,9245,2,_60,639,2006,2006
192500,7,1555,Blmngtn,1555,1373,16,3182,2,_120,430,2006,2005
188e3,6,1658,Gilbert,773,773,219,8e3,2,_60,431,1996,1995
213250,7,1680,NWAmes,1680,1650,144,10140,2,_20,583,1999,1998
154900,5,1343,Crawfor,820,731,0,7681,1,_50,186,1950,1921
